generator_id,a_i,b_i,pmin,pmax
2721,27.46,0.01885,32.41,217.47
2722,24.58,0.02827,13.39,109.45
2723,24.51,0.00513,46.15,124.15
2724,16.45,0.02371,46.28,222.07
2725,14.95,0.02758,37.93,199.20000000000002
2726,12.57,0.00849,47.05,236.68
2727,6.64,0.0074,42.46,117.28999999999999
2728,10.71,0.01561,43.14,114.78
2729,11.17,0.02834,32.79,164.0
2730,17.1,0.01856,22.24,164.41
2731,23.69,0.01819,18.71,140.74
2732,16.85,0.00853,23.09,162.93
2733,6.45,0.00502,35.14,112.2
2734,28.94,0.02525,16.91,138.85
2735,28.57,0.00719,20.35,169.06
2736,24.63,0.02085,28.72,143.63
2737,29.78,0.02787,19.32,171.23999999999998
2738,18.61,0.01022,33.55,151.23000000000002
2739,29.07,0.02163,46.93,146.97
2740,6.89,0.00697,39.92,135.46
2741,14.14,0.02009,36.66,148.3
2742,10.63,0.0091,33.31,86.77000000000001
2743,9.9,0.0234,29.52,179.8
2744,8.52,0.01253,17.46,194.23000000000002
2745,20.56,0.01658,45.79,148.98
2746,24.53,0.01999,19.94,76.84
2747,19.46,0.00928,13.65,211.67000000000002
2748,8.67,0.02354,40.0,129.55
2749,25.28,0.01257,17.02,86.00999999999999
2750,20.9,0.02156,24.88,130.34
2751,14.7,0.00896,11.13,171.91
2752,21.85,0.0222,15.48,109.57000000000001
2753,11.5,0.0082,16.93,153.14000000000001
2754,13.63,0.01563,12.18,124.50999999999999
2755,27.94,0.01118,36.27,103.93
2756,12.26,0.02371,43.48,143.02
2757,16.75,0.01155,24.93,183.66
2758,27.25,0.02704,44.98,186.78
2759,22.69,0.0273,18.53,86.5
2760,6.56,0.00991,23.02,97.52
2761,8.68,0.02035,16.03,162.14000000000001
2762,5.2,0.00719,34.82,206.82999999999998
2763,20.77,0.01479,26.79,129.21
2764,16.19,0.02283,34.53,173.83
2765,8.36,0.02149,40.47,116.07
2766,28.95,0.02062,31.83,128.54
2767,18.24,0.01206,35.11,88.15
2768,11.05,0.01445,47.41,212.65
2769,17.52,0.00757,21.96,132.11
2770,21.99,0.02298,24.37,196.79
2771,6.91,0.0176,38.71,194.97
2772,11.87,0.02272,34.45,208.76
2773,25.17,0.01122,17.14,109.99
2774,16.49,0.01311,25.05,102.82
2775,18.66,0.01336,28.71,224.5
2776,15.82,0.00564,26.78,184.38
2777,6.1,0.01353,17.13,192.24
2778,9.14,0.02508,46.98,98.94999999999999
2779,16.14,0.02743,40.49,143.66
2780,10.23,0.01796,29.25,190.67
2781,6.25,0.01639,37.2,98.9
2782,26.09,0.00577,45.89,180.99
2783,29.53,0.02698,15.45,129.81
2784,24.83,0.00533,20.01,72.65
2785,26.34,0.02862,31.71,117.11000000000001
2786,11.05,0.01723,41.96,134.68
2787,29.02,0.01355,11.45,78.23
2788,9.92,0.02811,49.36,194.08999999999997
2789,28.79,0.00561,28.2,114.56
2790,29.87,0.01954,24.37,116.01
2791,22.79,0.01872,21.71,206.45000000000002
2792,29.53,0.01048,16.97,137.04
2793,19.24,0.01572,41.66,150.48
2794,11.49,0.02131,48.22,206.8
2795,15.92,0.02318,26.55,212.99
2796,19.84,0.00502,48.1,101.86
2797,6.83,0.02842,42.95,160.19
2798,20.56,0.00911,29.24,170.86
2799,29.53,0.01084,36.96,134.74
2800,9.75,0.01159,27.4,193.26000000000002
2801,24.81,0.00595,32.35,228.07
2802,27.7,0.00808,12.32,203.82999999999998
2803,28.59,0.02966,37.85,127.75
2804,29.0,0.01288,12.11,96.06
2805,18.04,0.00788,42.68,236.3
2806,29.43,0.00767,43.0,161.79000000000002
2807,23.93,0.02299,19.48,100.72
2808,9.04,0.02636,22.95,179.0
2809,16.92,0.01142,29.25,121.91
2810,22.96,0.00552,33.87,123.96000000000001
2811,11.18,0.01058,21.49,203.38
2812,21.02,0.00641,33.7,108.07000000000001
2813,21.67,0.00758,21.91,81.57
2814,9.07,0.01579,12.22,102.6
2815,19.13,0.01075,10.1,151.14
2816,24.29,0.0179,14.05,82.50999999999999
2817,17.47,0.01134,41.69,162.43
2818,5.3,0.02851,48.46,192.56
2819,5.23,0.02765,27.08,204.39
2820,13.93,0.01917,30.51,114.99000000000001
2821,28.15,0.01386,15.87,188.47
2822,10.72,0.01453,32.04,117.28
2823,20.86,0.0153,15.79,167.29999999999998
2824,10.55,0.02319,34.45,149.05
2825,13.04,0.01629,47.33,114.53
2826,26.2,0.02642,17.83,174.96999999999997
2827,23.22,0.0286,40.58,123.24
2828,7.38,0.0134,10.94,87.42999999999999
2829,15.72,0.01902,25.02,128.77
2830,5.73,0.00738,14.43,162.42000000000002
2831,17.02,0.01001,24.1,109.19999999999999
2832,21.56,0.01534,16.94,94.49
2833,7.96,0.01016,24.93,76.42
2834,12.22,0.02691,26.7,147.45
2835,14.95,0.00896,22.02,136.32
2836,27.99,0.01639,36.26,121.34
2837,29.83,0.02014,46.75,104.8
2838,6.12,0.0223,26.02,140.41
2839,24.03,0.01458,17.69,185.92
2840,14.29,0.02673,20.83,178.12
2841,14.81,0.01921,44.16,223.28
2842,23.86,0.01599,32.87,84.31
2843,27.96,0.00668,28.2,223.16
2844,28.77,0.01662,15.99,117.19999999999999
2845,19.43,0.02552,27.99,226.55
2846,13.93,0.02036,21.14,109.03
2847,24.69,0.0258,47.73,168.46
2848,11.28,0.01735,45.36,148.45
2849,19.1,0.00796,13.36,116.72
2850,13.96,0.00534,30.67,207.01
2851,21.42,0.01258,19.0,180.96
2852,11.01,0.02245,26.43,225.25
2853,9.79,0.02476,45.07,187.1
2854,27.96,0.01239,31.1,150.59
2855,7.55,0.01739,23.37,86.88
2856,17.65,0.01553,18.32,217.79999999999998
2857,10.52,0.01526,42.01,174.73999999999998
2858,5.97,0.01078,34.98,190.04999999999998
2859,5.9,0.00841,28.72,139.73000000000002
2860,9.38,0.00992,18.7,150.85999999999999
2861,26.67,0.00638,23.37,214.76
2862,12.06,0.00995,48.39,123.35
2863,28.76,0.00523,30.8,124.66
2864,19.54,0.02068,26.03,98.84
2865,15.92,0.01291,30.86,199.69
2866,19.5,0.02933,41.16,100.47
2867,17.92,0.00984,23.6,85.84
2868,23.97,0.01365,17.15,111.91999999999999
2869,12.06,0.01395,33.4,160.53
2870,13.83,0.00521,36.61,147.55
2871,27.35,0.02598,38.51,95.22999999999999
2872,28.66,0.0058,45.28,238.9
2873,27.31,0.0285,24.85,217.78
2874,15.49,0.0273,13.01,104.91000000000001
2875,24.51,0.01839,48.33,208.06
2876,16.91,0.01859,27.4,164.19
2877,17.44,0.02134,34.93,120.55000000000001
2878,10.12,0.01468,36.65,125.97999999999999
2879,19.78,0.02118,31.86,155.53
2880,9.65,0.00612,18.21,131.1
2881,13.29,0.00635,40.21,133.89000000000001
2882,26.38,0.01643,42.15,213.28
2883,10.18,0.01874,32.12,154.34
2884,6.78,0.0272,29.54,177.76999999999998
2885,6.73,0.00762,14.56,92.95
2886,28.52,0.02557,13.36,143.39
2887,17.67,0.01025,23.58,121.28
2888,15.24,0.01485,22.43,151.39000000000001
2889,25.27,0.01292,48.15,215.27
2890,25.9,0.015,41.34,206.68
2891,13.3,0.00876,36.4,139.53
2892,22.34,0.01759,30.71,184.85
2893,24.28,0.02504,16.69,207.88
2894,21.37,0.01604,49.14,192.99
2895,8.79,0.01727,25.0,97.26
2896,26.9,0.02622,14.28,166.24
2897,18.48,0.02265,29.75,95.49
2898,12.06,0.01726,44.96,225.78
2899,15.63,0.01144,45.49,172.99
2900,5.94,0.02712,10.44,118.21
2901,8.2,0.01943,45.45,104.0
2902,24.14,0.01053,20.86,127.98
2903,5.0,0.01173,11.56,197.04
2904,15.41,0.02508,43.91,97.06
2905,18.06,0.0061,44.55,165.75
2906,6.37,0.0298,33.85,223.51999999999998
2907,29.33,0.00826,32.98,142.21
2908,10.65,0.0249,42.52,156.75
2909,12.6,0.01487,41.45,178.23000000000002
2910,12.6,0.01731,45.6,165.04
2911,10.76,0.02702,32.11,107.4
2912,5.04,0.01532,48.71,101.49000000000001
2913,23.23,0.01844,49.85,191.32
2914,29.17,0.00623,14.66,202.78
2915,10.61,0.00506,43.98,109.93
2916,21.58,0.01112,29.99,111.63
2917,23.55,0.02201,25.5,131.03
2918,26.21,0.00803,34.52,205.83
2919,15.57,0.00784,12.24,102.63
2920,12.57,0.01527,30.26,212.57
2921,13.13,0.0212,44.84,103.08000000000001
2922,22.82,0.0228,18.54,209.67999999999998
2923,25.42,0.00946,27.06,161.17000000000002
2924,9.54,0.00699,47.58,196.39999999999998
2925,14.27,0.02851,27.14,132.29000000000002
2926,27.55,0.01152,24.33,191.63
2927,25.17,0.02633,27.62,102.60000000000001
2928,29.62,0.02659,30.78,88.12
2929,23.86,0.02431,35.28,144.61
2930,14.83,0.00922,42.03,220.08
2931,19.77,0.02555,28.08,191.32
2932,21.53,0.02423,42.7,170.26999999999998
2933,6.96,0.01992,31.35,167.17
2934,18.61,0.01343,23.54,93.02000000000001
2935,22.73,0.01156,36.32,212.42
2936,9.18,0.00805,38.71,206.75
2937,24.52,0.01774,32.32,180.79
2938,19.59,0.01963,12.26,132.19
2939,28.81,0.01398,16.8,211.47
2940,6.06,0.01688,21.41,203.26
2941,11.63,0.01409,21.31,167.97
2942,20.04,0.02103,36.94,142.70999999999998
2943,12.41,0.02753,10.73,153.42999999999998
2944,22.86,0.0091,40.23,176.54999999999998
2945,23.98,0.01454,20.61,129.75
2946,7.56,0.00852,22.4,118.4
2947,17.85,0.02062,31.12,142.17
2948,17.72,0.02322,18.64,154.73000000000002
2949,14.23,0.0283,45.38,159.6
2950,28.32,0.01197,13.41,102.95
2951,25.69,0.02876,27.78,191.92
2952,22.43,0.00658,43.98,173.7
2953,22.86,0.02008,34.63,94.78
2954,16.54,0.00643,21.69,126.94
2955,28.02,0.02734,26.83,209.57
2956,22.36,0.01825,38.27,201.56
2957,23.22,0.02173,48.93,147.42
2958,26.54,0.02579,45.73,236.45999999999998
2959,11.85,0.00876,23.7,85.19
2960,25.18,0.00596,49.93,244.12
2961,9.88,0.02697,10.14,97.0
2962,13.63,0.01287,11.11,62.47
2963,13.39,0.00822,42.95,158.01999999999998
2964,29.46,0.01671,17.98,121.83
2965,26.41,0.01996,12.43,143.29000000000002
2966,22.53,0.00577,19.49,189.01000000000002
2967,23.18,0.01187,27.04,203.4
2968,19.05,0.00582,39.22,149.4
2969,28.68,0.01551,34.97,149.45
2970,17.41,0.02738,19.5,91.73
2971,14.51,0.02957,30.13,87.26
2972,9.08,0.02093,47.05,193.23000000000002
2973,24.66,0.00904,42.6,102.27000000000001
2974,23.36,0.02765,22.93,183.0
2975,14.61,0.01791,49.29,180.15
2976,5.63,0.00884,38.34,118.13000000000001
2977,25.97,0.02804,12.5,143.43
2978,5.29,0.02394,11.41,88.86
2979,22.59,0.02329,16.74,132.55
2980,29.26,0.02273,39.11,209.04000000000002
2981,15.94,0.01001,17.35,136.64000000000001
2982,10.87,0.01028,30.46,102.75999999999999
2983,22.62,0.02221,13.73,172.29999999999998
2984,25.43,0.01049,46.84,124.86
2985,18.66,0.01597,23.76,184.54
2986,29.18,0.02455,46.33,168.23000000000002
2987,6.29,0.0246,47.8,165.86
2988,17.62,0.01633,10.25,187.97
2989,22.96,0.0248,28.57,184.85999999999999
2990,26.57,0.02597,10.99,65.92999999999999
2991,9.48,0.02137,46.35,140.78
2992,25.0,0.01071,30.74,211.38
2993,18.82,0.01185,13.0,65.75
2994,14.91,0.01287,14.41,146.2
2995,8.29,0.00792,25.34,184.51
2996,26.63,0.01183,47.61,190.89
2997,8.93,0.01024,37.72,201.8
2998,12.74,0.01638,44.7,203.55
2999,12.25,0.02771,24.66,178.46
3000,26.79,0.00761,11.73,184.95999999999998
3001,21.82,0.02301,48.97,195.82
3002,24.92,0.02218,10.69,121.05
3003,11.26,0.00739,47.91,168.7
3004,20.62,0.02806,24.75,182.26
3005,19.29,0.01921,10.4,191.85
3006,25.82,0.01409,37.57,128.4
3007,27.65,0.02391,49.22,150.53
3008,5.3,0.01143,48.63,238.24
3009,21.85,0.02234,16.44,153.22
3010,6.3,0.00599,17.25,94.09
3011,18.72,0.02599,32.62,182.17000000000002
3012,12.19,0.0162,35.49,234.10000000000002
3013,12.67,0.02092,39.58,213.10000000000002
3014,13.82,0.01053,17.24,179.10000000000002
3015,20.53,0.02193,48.36,129.57
3016,13.35,0.02431,35.55,216.96999999999997
3017,23.32,0.01683,43.88,172.75
3018,15.11,0.02044,31.6,214.98999999999998
3019,6.71,0.01641,26.57,126.03999999999999
3020,24.59,0.02735,49.09,108.4
3021,12.14,0.01745,33.28,154.68
3022,15.82,0.02605,44.67,135.15
3023,22.14,0.02503,48.13,205.41
3024,13.31,0.01526,37.01,230.57999999999998
3025,6.41,0.01075,31.96,185.61
3026,14.35,0.01515,10.14,193.18
3027,28.61,0.02566,11.6,129.55
3028,21.04,0.01069,18.03,183.78
3029,21.79,0.01811,17.44,193.9
3030,20.81,0.02515,20.19,176.82
3031,9.97,0.01384,22.2,148.37
3032,15.46,0.02106,24.4,168.28
3033,23.77,0.01114,26.82,181.9
3034,7.53,0.00773,13.95,101.91
3035,11.95,0.02486,11.69,183.13
3036,11.91,0.00747,36.96,229.51000000000002
3037,15.8,0.01178,31.49,151.28
3038,29.51,0.02638,27.77,182.93
3039,6.69,0.01366,35.38,195.93
3040,17.97,0.02933,43.11,192.45
3041,9.48,0.02949,27.11,159.18
3042,29.27,0.01171,35.64,217.89
3043,7.83,0.00602,48.14,165.48000000000002
3044,15.09,0.02263,43.58,102.75
3045,23.45,0.01627,27.04,203.72
3046,22.61,0.00752,35.79,186.89
3047,15.57,0.02269,17.08,194.46999999999997
3048,13.66,0.00578,32.42,103.2
3049,14.94,0.02675,49.25,103.86
3050,11.61,0.00847,30.73,220.89
3051,10.13,0.00818,47.11,119.27
3052,17.08,0.00939,26.29,197.73999999999998
3053,11.71,0.02901,49.95,223.43
3054,12.19,0.02233,33.17,189.48000000000002
3055,21.42,0.02503,11.69,81.38
3056,29.21,0.01494,33.47,183.58
3057,20.09,0.01341,20.98,204.34
3058,6.92,0.01086,11.3,125.13
3059,6.89,0.01702,42.83,154.86
3060,28.79,0.0188,21.03,137.46
3061,12.43,0.02079,41.86,104.2
3062,7.3,0.01143,21.53,205.33
3063,19.98,0.02872,17.77,198.15
3064,20.59,0.00924,48.96,248.65
3065,21.21,0.02914,24.47,162.25
3066,11.69,0.00537,34.06,196.74
3067,5.38,0.01703,34.4,114.80000000000001
3068,29.13,0.01333,32.42,182.55
3069,11.27,0.01623,46.59,194.05
3070,21.9,0.01927,36.98,222.16
3071,22.67,0.01589,26.15,200.77
3072,20.25,0.01537,44.5,235.27
3073,12.82,0.02332,17.24,197.57000000000002
3074,11.78,0.02215,31.77,212.07000000000002
3075,19.94,0.02583,48.02,107.58000000000001
3076,26.65,0.01125,35.02,211.91
3077,28.67,0.02024,42.68,183.8
3078,7.65,0.01963,36.14,143.20999999999998
3079,8.87,0.01424,43.57,102.05
3080,28.62,0.01715,47.78,199.43
3081,23.41,0.01284,20.92,120.15
3082,27.07,0.00855,16.79,136.96
3083,10.07,0.01035,29.36,181.62
3084,19.69,0.00764,38.07,224.84
3085,22.53,0.02208,19.09,192.91
3086,22.0,0.02152,10.16,127.75
3087,15.2,0.02877,23.72,131.89
3088,5.38,0.02324,48.75,134.72
3089,19.57,0.0063,37.8,143.66
3090,11.33,0.02711,26.05,92.71
3091,16.26,0.02657,17.7,213.36999999999998
3092,28.94,0.01608,24.24,160.33
3093,14.98,0.01965,16.79,85.96000000000001
3094,26.0,0.0294,14.25,117.17
3095,9.71,0.01831,46.27,178.33
3096,21.81,0.02763,49.91,179.84
3097,29.43,0.00708,16.56,71.89
3098,7.55,0.00978,12.18,204.81
3099,5.21,0.01602,23.19,114.5
3100,15.84,0.01962,28.47,80.9
3101,7.32,0.02541,18.19,79.66
3102,23.71,0.02971,22.06,159.09
3103,27.86,0.01472,18.03,88.7
3104,15.85,0.00619,40.97,97.22999999999999
3105,11.47,0.02503,38.5,145.44
3106,15.86,0.02011,35.4,178.81
3107,23.09,0.00996,25.49,92.27
3108,5.23,0.01737,46.36,143.36
3109,19.74,0.02356,48.78,161.44
3110,20.33,0.02426,16.95,90.87
3111,20.94,0.01749,18.92,144.82999999999998
3112,11.05,0.01263,31.03,93.81
3113,22.85,0.02934,13.65,70.63
3114,7.28,0.02158,27.46,155.44
3115,9.98,0.01521,33.27,120.45000000000002
3116,26.94,0.01201,30.88,95.19
3117,23.47,0.02328,23.24,136.83
3118,5.34,0.01105,31.7,218.97
3119,11.21,0.00929,48.35,206.98
3120,10.36,0.01825,18.24,190.58
3121,11.77,0.01225,36.19,216.98
3122,11.19,0.02072,11.74,207.63
3123,6.56,0.00795,12.66,177.15
3124,16.47,0.02137,32.07,173.32999999999998
3125,23.32,0.01208,14.2,119.01
3126,20.17,0.00501,10.89,88.14
3127,21.82,0.00817,16.86,169.86
3128,7.03,0.02834,32.59,231.83
3129,28.79,0.02668,38.13,158.23
3130,25.96,0.01084,18.1,176.65
3131,25.13,0.02446,36.73,160.99
3132,25.57,0.02021,17.3,132.09
3133,28.32,0.02927,34.54,146.09
3134,18.61,0.01434,26.48,152.17
3135,10.01,0.02204,36.15,141.18
3136,20.42,0.00659,49.8,212.12
3137,23.57,0.01491,47.51,228.64999999999998
3138,23.45,0.0291,10.17,192.6
3139,18.04,0.01847,45.42,129.57
3140,6.71,0.0122,12.66,197.04999999999998
3141,14.28,0.00801,48.12,149.35
3142,28.02,0.02259,21.27,117.67
3143,19.61,0.02112,25.28,184.29
3144,18.46,0.01435,13.67,109.37
3145,11.72,0.02877,14.49,72.42999999999999
3146,14.21,0.00556,39.07,145.11
3147,27.38,0.01259,47.77,205.99
3148,21.66,0.02803,34.43,133.47
3149,24.68,0.01302,38.63,183.06
3150,16.36,0.01131,40.48,189.5
3151,20.76,0.01836,20.51,180.57
3152,11.21,0.0256,11.81,196.38
3153,22.64,0.00758,10.07,124.94999999999999
3154,15.69,0.02858,24.03,98.99
3155,16.06,0.02488,19.66,117.5
3156,21.23,0.00953,12.49,127.32
3157,28.41,0.0228,17.18,174.26000000000002
3158,6.6,0.01462,14.98,66.95
3159,25.62,0.01506,46.6,143.97
3160,12.31,0.02458,15.61,182.58999999999997
3161,16.1,0.02907,31.51,182.14
3162,5.55,0.00817,33.72,193.48
3163,12.53,0.01552,31.74,203.51000000000002
3164,17.57,0.01702,13.96,181.45000000000002
3165,6.4,0.01441,22.75,175.08
3166,17.28,0.01408,12.05,128.0
3167,28.18,0.00631,25.83,223.37
3168,7.63,0.02214,17.54,152.9
3169,24.11,0.01591,32.47,112.89
3170,15.24,0.00987,37.71,131.63
3171,21.38,0.0254,31.28,185.31
3172,11.51,0.02506,27.37,216.08
3173,8.99,0.01716,25.49,102.3
3174,9.01,0.01246,43.67,106.02000000000001
3175,6.76,0.02095,18.77,201.0
3176,9.64,0.0122,39.37,226.66
3177,21.61,0.0109,40.3,131.76
3178,27.04,0.02326,26.77,133.36
3179,25.35,0.00601,21.89,170.92000000000002
3180,22.13,0.00737,28.82,128.31
3181,7.76,0.00517,13.73,195.29999999999998
3182,12.23,0.00882,11.84,77.98
3183,12.75,0.00672,14.46,70.16
3184,11.25,0.0299,17.49,98.75999999999999
3185,17.88,0.01222,30.17,123.08
3186,18.39,0.00873,43.97,110.91
3187,13.92,0.01102,19.43,79.28
3188,13.84,0.0284,47.41,210.75
3189,25.71,0.018,48.2,122.84
3190,24.73,0.01412,48.36,235.45
3191,12.69,0.02683,43.5,148.7
3192,27.84,0.01487,24.55,175.14000000000001
3193,28.82,0.01338,12.91,96.72
3194,13.17,0.01018,32.75,118.8
3195,13.86,0.01444,32.35,168.56
3196,17.64,0.01292,44.0,178.1
3197,28.53,0.02193,49.84,215.15
3198,26.91,0.01224,30.33,194.0
3199,7.56,0.01943,23.81,174.41
3200,14.82,0.00665,17.44,134.81
3201,18.83,0.00978,10.19,193.79
3202,17.58,0.01519,30.36,173.75
3203,9.85,0.02842,32.22,230.75
3204,26.47,0.01443,43.0,215.91
3205,21.92,0.0216,30.18,86.83
3206,25.95,0.01138,46.66,144.75
3207,26.47,0.00818,35.12,170.9
3208,23.71,0.00646,43.61,201.82999999999998
3209,15.98,0.01264,15.93,148.48000000000002
3210,20.26,0.00894,44.21,212.13
3211,9.01,0.00935,37.01,129.41
3212,21.84,0.02402,16.81,94.4
3213,9.48,0.0054,17.59,75.68
3214,22.35,0.01895,47.06,183.06
3215,10.74,0.01449,11.29,164.57999999999998
3216,7.94,0.01766,28.5,127.42
3217,9.13,0.01907,22.54,164.57999999999998
3218,5.05,0.01283,36.6,94.42
3219,22.97,0.01238,43.59,108.48
3220,23.31,0.02334,24.42,179.68
3221,17.87,0.02678,27.08,132.29
3222,9.03,0.00981,49.28,199.98
3223,7.09,0.00744,41.36,216.12
3224,5.48,0.02744,45.89,223.77999999999997
3225,9.14,0.01375,27.55,103.38
3226,27.27,0.01878,19.36,142.3
3227,11.04,0.01399,26.47,186.56
3228,13.86,0.00815,38.64,204.74
3229,7.63,0.01973,14.38,182.07999999999998
3230,10.56,0.01813,20.82,105.05000000000001
3231,17.98,0.01007,11.87,90.75
3232,20.19,0.0163,27.29,165.79
3233,11.13,0.02492,43.1,204.26
3234,6.44,0.01976,10.99,108.86
3235,14.78,0.00742,37.01,102.72
3236,10.86,0.0187,47.3,204.81
3237,10.49,0.02257,19.48,114.43
3238,29.0,0.02482,37.75,112.7
3239,20.41,0.02073,49.0,121.16
3240,18.92,0.00882,48.49,145.73
3241,15.39,0.02275,19.4,158.3
3242,15.72,0.02193,14.01,117.77000000000001
3243,18.52,0.00561,15.93,69.03
3244,22.41,0.01529,38.08,102.62
3245,22.55,0.01332,39.03,132.61
3246,9.29,0.02174,36.97,185.93
3247,17.5,0.0104,23.44,88.22
3248,15.3,0.01977,16.79,150.89
3249,26.76,0.02783,33.23,101.21000000000001
3250,20.79,0.02495,29.35,111.09
3251,18.31,0.02804,39.15,114.97999999999999
3252,7.88,0.02946,27.65,87.72999999999999
3253,20.14,0.00527,23.55,174.25
3254,7.93,0.02057,21.74,141.25
3255,13.43,0.01532,18.46,193.12
3256,8.57,0.0265,20.63,85.46
3257,22.3,0.0113,13.79,85.5
3258,10.16,0.02953,23.87,119.84
3259,14.8,0.02034,11.46,176.34
3260,27.39,0.02484,17.46,113.32
3261,10.11,0.00714,39.87,151.13
3262,17.7,0.00959,23.02,118.25999999999999
3263,15.48,0.02396,36.73,98.75999999999999
3264,5.45,0.00555,38.68,229.6
3265,24.82,0.02542,33.25,165.53
3266,6.73,0.00535,48.35,216.51999999999998
3267,16.86,0.02143,10.86,159.61
3268,19.02,0.01413,39.55,166.69
3269,20.71,0.02029,48.35,111.80000000000001
3270,22.22,0.0224,44.49,190.9
3271,11.33,0.01356,16.72,90.03
3272,5.25,0.0077,23.07,135.23
3273,23.09,0.00674,16.9,161.27
3274,18.39,0.01972,34.05,201.38
3275,25.9,0.01802,38.49,191.25
3276,25.53,0.02356,22.68,173.41
3277,26.08,0.01774,31.58,103.94
3278,17.13,0.01556,37.64,139.56
3279,13.34,0.01495,26.85,83.28999999999999
3280,24.79,0.00566,44.16,202.07999999999998
3281,16.28,0.01339,40.86,233.75
3282,9.59,0.0294,12.59,102.21000000000001
3283,26.37,0.02684,34.85,98.0
3284,27.06,0.01323,19.41,140.75
3285,16.66,0.01969,32.3,210.8
3286,6.89,0.02618,48.28,181.08
3287,14.7,0.01603,45.16,102.18
3288,25.09,0.00545,26.18,222.32
3289,27.54,0.00686,21.66,195.96
3290,10.09,0.01776,19.38,89.11999999999999
3291,6.67,0.02924,31.3,219.57000000000002
3292,26.93,0.02233,14.57,132.17
3293,14.74,0.00677,31.97,137.75
3294,18.54,0.00973,10.05,129.21
3295,29.2,0.02428,22.95,198.14
3296,6.66,0.02604,18.8,167.72
3297,21.21,0.02044,48.85,107.74000000000001
3298,6.85,0.02111,39.09,232.73
3299,14.39,0.00571,23.99,96.16
3300,25.1,0.02571,13.71,175.55
3301,15.84,0.02471,30.67,176.08999999999997
3302,29.93,0.01148,18.54,96.66999999999999
3303,18.98,0.02272,31.46,107.07
3304,13.03,0.01037,43.41,223.96
3305,10.5,0.00601,34.63,147.58
3306,13.76,0.01003,35.35,183.54
3307,14.31,0.00947,31.64,157.25
3308,6.72,0.01344,47.09,206.19
3309,14.24,0.01546,47.28,169.17000000000002
3310,16.61,0.01771,30.51,123.62
3311,23.07,0.01692,22.23,126.74000000000001
3312,21.42,0.01177,28.38,207.24
3313,22.72,0.00573,17.46,137.67
3314,5.21,0.02013,35.45,117.47
3315,10.44,0.01489,30.0,220.19
3316,21.54,0.01247,14.13,183.62
3317,17.1,0.02667,17.91,76.26
3318,5.13,0.02367,29.19,229.03
3319,25.11,0.02644,45.5,199.74
3320,24.32,0.01737,32.66,106.7
3321,18.71,0.00827,37.26,122.84
3322,6.66,0.02241,23.56,177.43
3323,24.16,0.01015,32.86,199.82
3324,19.59,0.01603,27.9,113.75999999999999
3325,24.55,0.00663,36.37,124.91999999999999
3326,23.79,0.02563,12.02,108.08999999999999
3327,25.08,0.00815,29.73,169.42999999999998
3328,17.95,0.02758,21.84,97.61
3329,8.51,0.02661,23.05,88.69
3330,21.78,0.01661,48.44,200.27
3331,20.51,0.02361,17.31,184.17000000000002
3332,23.56,0.02049,22.45,147.59
3333,9.25,0.02508,30.4,134.97
3334,9.87,0.0158,44.52,159.33
3335,27.26,0.02465,26.67,134.93
3336,23.75,0.01656,39.75,233.75
3337,27.71,0.02852,44.25,209.46
3338,23.97,0.01716,22.4,103.60999999999999
3339,19.93,0.01657,25.71,133.34
3340,21.35,0.02463,24.26,155.85999999999999
3341,27.23,0.02554,43.31,185.26
3342,19.47,0.01886,11.77,132.0
3343,20.81,0.00949,22.34,193.86
3344,8.91,0.01669,37.18,202.32
3345,16.85,0.0292,32.62,158.39
3346,22.91,0.02382,27.45,205.60999999999999
3347,11.77,0.02528,31.6,194.26
3348,10.06,0.00582,17.9,184.69
3349,12.85,0.0167,27.23,220.69
3350,11.04,0.02117,30.07,120.03999999999999
3351,10.37,0.02575,46.05,136.2
3352,15.62,0.00623,20.43,203.77
3353,27.7,0.02631,44.71,210.54000000000002
3354,17.68,0.01871,35.77,224.75
3355,9.7,0.00993,10.81,70.28
3356,6.92,0.01293,38.99,183.15
3357,22.4,0.01205,11.42,83.11
3358,14.57,0.01827,49.9,175.48
3359,25.55,0.00629,44.91,118.27
3360,21.49,0.00896,21.89,91.1
3361,24.91,0.02532,20.3,72.13
3362,11.8,0.00832,25.26,169.79999999999998
3363,22.31,0.01083,24.25,128.1
3364,11.6,0.01633,24.89,90.67
3365,28.48,0.01793,22.73,121.16000000000001
3366,20.91,0.02409,34.85,110.19
3367,13.11,0.01618,16.57,207.82
3368,11.74,0.02475,43.84,141.84
3369,9.77,0.02046,42.5,142.59
3370,22.37,0.00783,29.06,205.04
3371,10.47,0.00891,44.11,191.26999999999998
3372,19.88,0.01593,19.89,176.42000000000002
3373,11.62,0.01492,10.7,156.1
3374,21.55,0.02359,34.77,226.70000000000002
3375,25.37,0.01952,28.32,109.37
3376,24.45,0.0147,32.69,231.05
3377,24.02,0.00927,45.97,220.60999999999999
3378,9.69,0.01067,48.8,187.14999999999998
3379,7.21,0.01939,35.38,184.74
3380,22.47,0.01559,40.56,187.88
3381,14.21,0.01787,13.35,72.11
3382,15.81,0.00927,16.43,99.13
3383,5.78,0.02157,39.33,233.55
3384,11.49,0.02631,27.25,157.4
3385,5.84,0.01145,27.84,134.59
3386,26.98,0.01729,22.34,186.65
3387,11.08,0.02939,34.29,162.97
3388,18.93,0.01333,17.41,69.38
